LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
MT,Montana,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.513,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.684,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.425,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.081,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.792,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.144,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.46,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.535,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.4,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.336,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.347,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.841,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.798,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.678,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.366,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.628,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.21,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.253,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.849,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.47,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.254,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.93,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.461,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.621,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.093,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.607,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.907,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.607,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.009,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.045,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.412,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.451,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.979,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.398,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.239,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.528,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.803,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.076,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.496,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.938,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.548,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.375,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.301,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.29,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.272,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.71,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.431,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.955,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.334,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.541,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.516,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.69,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.751,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.644,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.919,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.925,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.308,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.491,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.258,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.737,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.203,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.444,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.641,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.443,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.742,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.728,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.047,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.337,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.744,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.397,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.352,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.748,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.559,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.517,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.439,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.697,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.238,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.104,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.487,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.623,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.531,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.312,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.614,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.562,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.536,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.1,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.658,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.424,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.657,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.827,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.101,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
