,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude,Id
1590,NH,New Hampshire,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.9639999999999995,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092,1591
1591,CA,California,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.197,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,1592
1592,WI,Wisconsin,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.612,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,1593
1593,RI,Rhode Island,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.735,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,1594
1594,WI,Wisconsin,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.426,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,1595
1595,NM,New Mexico,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.516,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985,1596
1596,ME,Maine,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.501,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,1597
1597,ID,Idaho,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.505,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,1598
1598,MI,Michigan,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.7170000000000005,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,1599
1599,AK,Alaska,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9620000000000001,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,1600
1600,ND,North Dakota,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.45899999999999996,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,1601
1601,MD,Maryland,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9329999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,1602
1602,ME,Maine,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.926,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,1603
1603,ND,North Dakota,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.445,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,1604
1604,PA,Pennsylvania,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.301,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,1605
1605,DE,Delaware,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.846,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,1606
1606,CT,Connecticut,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.892000000000001,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,1607
1607,VT,Vermont,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.549,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,1608
1608,WY,Wyoming,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.678999999999999,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,1609
1609,DC,District of Columbia,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.24,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,1610
1610,NM,New Mexico,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.46299999999999997,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985,1611
1611,GA,Georgia,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.88,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,1612
1612,KY,Kentucky,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.176,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,1613
1613,RI,Rhode Island,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.948,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,1614
1614,IA,Iowa,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.332,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,1615
1615,MN,Minnesota,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.661,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,1616
1616,IA,Iowa,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.195,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,1617
1617,PA,Pennsylvania,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.523,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,1618
1618,ID,Idaho,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.564,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,1619
1619,CA,California,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.003,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,1620
1620,IA,Iowa,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.554,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,1621
1621,MI,Michigan,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.4,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,1622
1622,LA,Louisiana,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.7560000000000002,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,1623
1623,OK,Oklahoma,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6269999999999998,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,1624
1624,NV,Nevada,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.446000000000001,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,1625
1625,MI,Michigan,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.613,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,1626
1626,HI,Hawaii,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.603,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,1627
1627,IN,Indiana,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.757,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194,1628
1628,TX,Texas,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.28,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,1629
1629,KS,Kansas,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.598,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,1630
1630,NV,Nevada,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.493,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,1631
1631,OR,Oregon,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.239,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,1632
1632,WA,Washington,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.8160000000000003,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079,1633
1633,SD,South Dakota,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.396,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,1634
1634,AK,Alaska,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.609,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,1635
1635,MT,Montana,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.43700000000000006,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645,1636
1636,FL,Florida,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.391,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539,1637
1637,WI,Wisconsin,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.447,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,1638
1638,MA,Massachusetts,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.486,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,1639
1639,WI,Wisconsin,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.649,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742,1640
1640,CT,Connecticut,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.545,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,1641
1641,KY,Kentucky,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.306,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,1642
1642,WV,West Virginia,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.624,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,1643
1643,WA,Washington,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.198,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079,1644
1644,CO,Colorado,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.744,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921,1645
1645,NE,Nebraska,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.958,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,1646
1646,NY,New York,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.45799999999999996,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427,1647
1647,UT,Utah,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.495,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,1648
1648,TX,Texas,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.5489999999999995,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,1649
1649,KY,Kentucky,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.328,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,1650
1650,IL,Illinois,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.491,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,1651
1651,NY,New York,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.985,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427,1652
1652,PA,Pennsylvania,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.414,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,1653
1653,DE,Delaware,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.621,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,1654
1654,WA,Washington,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.745,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079,1655
1655,MN,Minnesota,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.128,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,1656
1656,WA,Washington,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.9530000000000003,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079,1657
1657,RI,Rhode Island,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.716,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,1658
1658,DC,District of Columbia,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.19,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,1659
1659,NM,New Mexico,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.584,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985,1660
1660,PA,Pennsylvania,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.648,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,1661
1661,TN,Tennessee,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.41600000000000004,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,1662
1662,KS,Kansas,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.7119999999999997,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,1663
1663,MO,Missouri,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.0190000000000001,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,1664
1664,MN,Minnesota,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.188,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,1665
1665,GA,Georgia,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.793,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,1666
1666,TN,Tennessee,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.2689999999999997,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,1667
